W	64768835584	1048576
W	40674197504	1048576
W	68072833024	1048576
W	32399687680	1048576
W	61923459072	1048576
W	83779846144	1048576
W	71523893248	1048576
W	47330295808	1048576
W	1191116800	1048576
W	5330042880	1048576
W	44539969536	1048576
W	82164711424	1048576
W	42405462016	1048576
W	73619079168	1048576
W	15798435840	1048576
W	89327337472	1048576
W	53837365248	1048576
W	82229657600	1048576
W	75563073536	1048576
W	42145349632	1048576
W	82369445888	1048576
W	3602186240	1048576
W	9770958848	1048576
W	79252750336	1048576
W	37946064896	1048576
W	89441107968	1048576
W	15701704704	1048576
W	16270884864	1048576
W	90828177408	1048576
W	13357088768	1048576
W	46145470464	1048576
W	55535665152	1048576
W	60250718208	1048576
W	44811026432	1048576
W	64943751168	1048576
W	12353667072	1048576
W	13209894912	1048576
W	59958886400	1048576
W	55478648832	1048576
W	24620105728	1048576
W	53632040960	1048576
W	82017189888	1048576
W	9035317248	1048576
W	38069731328	1048576
W	10111877120	1048576
W	81040506880	1048576
W	19243991040	1048576
W	26677739520	1048576
W	14964228096	1048576
W	14478082048	1048576
W	49739005952	1048576
W	58143145984	1048576
W	87277961216	1048576
W	30821122048	1048576
W	71596048384	1048576
W	78899052544	1048576
W	58431569920	1048576
W	16344743936	1048576
W	66544730112	1048576
W	40954101760	1048576
W	90573307904	1048576
W	79712813056	1048576
W	73328099328	1048576
W	3974496256	1048576
W	42502062080	1048576
W	69643206656	1048576
W	55528325120	1048576
W	6885670912	1048576
W	61002809344	1048576
W	47709224960	1048576
W	89830719488	1048576
W	12715556864	1048576
W	70082297856	1048576
W	10351083520	1048576
W	40020475904	1048576
W	20939472896	1048576
W	35935354880	1048576
W	77981679616	1048576
W	49070800896	1048576
W	27323793408	1048576
W	25249775616	1048576
W	38139920384	1048576
W	90386333696	1048576
W	6934495232	1048576
W	31215058944	1048576
W	1931476992	1048576
W	70110019584	1048576
W	83294683136	1048576
W	70944292864	1048576
W	48771825664	1048576
W	10815471616	1048576
W	55250321408	1048576
W	68108025856	1048576
W	45559185408	1048576
W	47009628160	1048576
W	19498729472	1048576
W	33491451904	1048576
W	32803717120	1048576
W	57879953408	1048576
W	43229773824	1048576
